country_code,country_name,country_name_es,postal_code,place,admin1,admin1_code,admin2,admin2_code,admin3,admin3_code,latitude,longitude,accuracy,slug
NL,Netherlands,Países Bajos,7204 DM,Zutphen,Guelders,03,Gemeente Zutphen,0301,,,52.1405,6.2111,6,zutphen
NL,Netherlands,Países Bajos,7204 DN,Zutphen,Guelders,03,Gemeente Zutphen,0301,,,52.1406,6.213,6,zutphen
NL,Netherlands,Países Bajos,7204 DP,Zutphen,Guelders,03,Gemeente Zutphen,0301,,,52.1413,6.2127,6,zutphen
NL,Netherlands,Países Bajos,7204 DR,Zutphen,Guelders,03,Gemeente Zutphen,0301,,,52.1412,6.2125,6,zutphen
NL,Netherlands,Países Bajos,7204 DS,Zutphen,Guelders,03,Gemeente Zutphen,0301,,,52.1413,6.2134,6,zutphen
NL,Netherlands,Países Bajos,7204 DT,Zutphen,Guelders,03,Gemeente Zutphen,0301,,,52.1413,6.2131,6,zutphen
NL,Netherlands,Países Bajos,7204 DW,Zutphen,Guelders,03,Gemeente Zutphen,0301,,,52.1417,6.2154,6,zutphen
NL,Netherlands,Países Bajos,7204 DX,Zutphen,Guelders,03,Gemeente Zutphen,0301,,,52.1417,6.2154,6,zutphen
NL,Netherlands,Países Bajos,7204 DZ,Zutphen,Guelders,03,Gemeente Zutphen,0301,,,52.1417,6.2154,6,zutphen
NL,Netherlands,Países Bajos,7204 EA,Zutphen,Guelders,03,Gemeente Zutphen,0301,,,52.1384,6.2161,6,zutphen
NL,Netherlands,Países Bajos,7204 EC,Zutphen,Guelders,03,Gemeente Zutphen,0301,,,52.1412,6.2147,6,zutphen
NL,Netherlands,Países Bajos,7204 ED,Zutphen,Guelders,03,Gemeente Zutphen,0301,,,52.1412,6.215,6,zutphen
NL,Netherlands,Países Bajos,7204 EE,Zutphen,Guelders,03,Gemeente Zutphen,0301,,,52.1407,6.2153,6,zutphen
NL,Netherlands,Países Bajos,7204 EG,Zutphen,Guelders,03,Gemeente Zutphen,0301,,,52.1407,6.2153,6,zutphen
NL,Netherlands,Países Bajos,7204 EH,Zutphen,Guelders,03,Gemeente Zutphen,0301,,,52.1409,6.2157,6,zutphen
NL,Netherlands,Países Bajos,7204 EJ,Zutphen,Guelders,03,Gemeente Zutphen,0301,,,52.1404,6.2147,6,zutphen
NL,Netherlands,Países Bajos,7204 EK,Zutphen,Guelders,03,Gemeente Zutphen,0301,,,52.1403,6.215,6,zutphen
NL,Netherlands,Países Bajos,7204 EL,Zutphen,Guelders,03,Gemeente Zutphen,0301,,,52.1398,6.2157,6,zutphen
NL,Netherlands,Países Bajos,7204 EM,Zutphen,Guelders,03,Gemeente Zutphen,0301,,,52.14,6.2159,6,zutphen
NL,Netherlands,Países Bajos,7204 EN,Zutphen,Guelders,03,Gemeente Zutphen,0301,,,52.1397,6.2155,6,zutphen
NL,Netherlands,Países Bajos,7204 EP,Zutphen,Guelders,03,Gemeente Zutphen,0301,,,52.1411,6.2139,6,zutphen
NL,Netherlands,Países Bajos,7204 ER,Zutphen,Guelders,03,Gemeente Zutphen,0301,,,52.1397,6.214,6,zutphen
NL,Netherlands,Países Bajos,7204 ES,Zutphen,Guelders,03,Gemeente Zutphen,0301,,,52.1388,6.2141,6,zutphen
NL,Netherlands,Países Bajos,7204 ET,Zutphen,Guelders,03,Gemeente Zutphen,0301,,,52.1371,6.2061,6,zutphen
NL,Netherlands,Países Bajos,7204 EV,Zutphen,Guelders,03,Gemeente Zutphen,0301,,,52.1373,6.2088,6,zutphen
NL,Netherlands,Países Bajos,7204 EW,Zutphen,Guelders,03,Gemeente Zutphen,0301,,,52.1376,6.2142,6,zutphen
NL,Netherlands,Países Bajos,7204 EX,Zutphen,Guelders,03,Gemeente Zutphen,0301,,,52.1373,6.2154,6,zutphen
NL,Netherlands,Países Bajos,7204 EZ,Zutphen,Guelders,03,Gemeente Zutphen,0301,,,52.1373,6.2161,6,zutphen
NL,Netherlands,Países Bajos,7204 GA,Zutphen,Guelders,03,Gemeente Zutphen,0301,,,52.1364,6.2135,6,zutphen
NL,Netherlands,Países Bajos,7204 GB,Zutphen,Guelders,03,Gemeente Zutphen,0301,,,52.1366,6.213,6,zutphen
NL,Netherlands,Países Bajos,7204 GC,Zutphen,Guelders,03,Gemeente Zutphen,0301,,,52.1363,6.2126,6,zutphen
NL,Netherlands,Países Bajos,7204 GD,Zutphen,Guelders,03,Gemeente Zutphen,0301,,,52.136,6.2126,6,zutphen
NL,Netherlands,Países Bajos,7204 GE,Zutphen,Guelders,03,Gemeente Zutphen,0301,,,52.137,6.2122,6,zutphen
NL,Netherlands,Países Bajos,7204 GG,Zutphen,Guelders,03,Gemeente Zutphen,0301,,,52.1366,6.2115,6,zutphen
NL,Netherlands,Países Bajos,7204 GH,Zutphen,Guelders,03,Gemeente Zutphen,0301,,,52.1369,6.21,6,zutphen
NL,Netherlands,Países Bajos,7204 GJ,Zutphen,Guelders,03,Gemeente Zutphen,0301,,,52.1369,6.2106,6,zutphen
NL,Netherlands,Países Bajos,7204 GK,Zutphen,Guelders,03,Gemeente Zutphen,0301,,,52.137,6.2088,6,zutphen
NL,Netherlands,Países Bajos,7204 GL,Zutphen,Guelders,03,Gemeente Zutphen,0301,,,52.1367,6.2088,6,zutphen
NL,Netherlands,Países Bajos,7204 GM,Zutphen,Guelders,03,Gemeente Zutphen,0301,,,52.1364,6.2092,6,zutphen
NL,Netherlands,Países Bajos,7204 GN,Zutphen,Guelders,03,Gemeente Zutphen,0301,,,52.1363,6.2084,6,zutphen
NL,Netherlands,Países Bajos,7204 GP,Zutphen,Guelders,03,Gemeente Zutphen,0301,,,52.137,6.2083,6,zutphen
NL,Netherlands,Países Bajos,7204 GR,Zutphen,Guelders,03,Gemeente Zutphen,0301,,,52.1359,6.2064,6,zutphen
NL,Netherlands,Países Bajos,7204 GS,Zutphen,Guelders,03,Gemeente Zutphen,0301,,,52.1364,6.2072,6,zutphen
NL,Netherlands,Países Bajos,7204 GT,Zutphen,Guelders,03,Gemeente Zutphen,0301,,,52.1362,6.2072,6,zutphen
NL,Netherlands,Países Bajos,7204 GV,Zutphen,Guelders,03,Gemeente Zutphen,0301,,,52.1363,6.2105,6,zutphen
NL,Netherlands,Países Bajos,7204 GW,Zutphen,Guelders,03,Gemeente Zutphen,0301,,,52.1364,6.2105,6,zutphen
NL,Netherlands,Países Bajos,7204 GX,Zutphen,Guelders,03,Gemeente Zutphen,0301,,,52.1362,6.2112,6,zutphen
NL,Netherlands,Países Bajos,7204 HA,Zutphen,Guelders,03,Gemeente Zutphen,0301,,,52.1355,6.2037,6,zutphen
NL,Netherlands,Países Bajos,7204 HB,Zutphen,Guelders,03,Gemeente Zutphen,0301,,,52.1363,6.2057,6,zutphen
NL,Netherlands,Países Bajos,7204 HC,Zutphen,Guelders,03,Gemeente Zutphen,0301,,,52.1368,6.2065,6,zutphen
NL,Netherlands,Países Bajos,7204 HD,Zutphen,Guelders,03,Gemeente Zutphen,0301,,,52.1351,6.2035,6,zutphen
NL,Netherlands,Países Bajos,7204 HE,Zutphen,Guelders,03,Gemeente Zutphen,0301,,,52.1353,6.2042,6,zutphen
NL,Netherlands,Países Bajos,7204 HG,Zutphen,Guelders,03,Gemeente Zutphen,0301,,,52.1357,6.2056,6,zutphen
NL,Netherlands,Países Bajos,7204 HH,Zutphen,Guelders,03,Gemeente Zutphen,0301,,,52.1366,6.2067,6,zutphen
NL,Netherlands,Países Bajos,7204 HJ,Zutphen,Guelders,03,Gemeente Zutphen,0301,,,52.1357,6.2039,6,zutphen
NL,Netherlands,Países Bajos,7204 HK,Zutphen,Guelders,03,Gemeente Zutphen,0301,,,52.1363,6.2048,6,zutphen
NL,Netherlands,Países Bajos,7204 HL,Zutphen,Guelders,03,Gemeente Zutphen,0301,,,52.1359,6.205,6,zutphen
NL,Netherlands,Países Bajos,7204 HM,Zutphen,Guelders,03,Gemeente Zutphen,0301,,,52.1356,6.2045,6,zutphen
NL,Netherlands,Países Bajos,7204 HN,Zutphen,Guelders,03,Gemeente Zutphen,0301,,,52.1359,6.2071,6,zutphen
NL,Netherlands,Países Bajos,7204 HP,Zutphen,Guelders,03,Gemeente Zutphen,0301,,,52.136,6.2094,6,zutphen
NL,Netherlands,Países Bajos,7204 HR,Zutphen,Guelders,03,Gemeente Zutphen,0301,,,52.1358,6.2127,6,zutphen
NL,Netherlands,Países Bajos,7204 HS,Zutphen,Guelders,03,Gemeente Zutphen,0301,,,52.1355,6.2062,6,zutphen
NL,Netherlands,Países Bajos,7204 HT,Zutphen,Guelders,03,Gemeente Zutphen,0301,,,52.1371,6.2146,6,zutphen
NL,Netherlands,Países Bajos,7204 HV,Zutphen,Guelders,03,Gemeente Zutphen,0301,,,52.1363,6.2147,6,zutphen
NL,Netherlands,Países Bajos,7204 HW,Zutphen,Guelders,03,Gemeente Zutphen,0301,,,52.1356,6.2147,6,zutphen
NL,Netherlands,Países Bajos,7204 HX,Zutphen,Guelders,03,Gemeente Zutphen,0301,,,52.1366,6.214,6,zutphen
NL,Netherlands,Países Bajos,7204 HZ,Zutphen,Guelders,03,Gemeente Zutphen,0301,,,52.1339,6.2138,6,zutphen
NL,Netherlands,Países Bajos,7204 JA,Zutphen,Guelders,03,Gemeente Zutphen,0301,,,52.1368,6.215,6,zutphen
NL,Netherlands,Países Bajos,7204 JB,Zutphen,Guelders,03,Gemeente Zutphen,0301,,,52.1365,6.2153,6,zutphen
NL,Netherlands,Países Bajos,7204 JC,Zutphen,Guelders,03,Gemeente Zutphen,0301,,,52.1365,6.2161,6,zutphen
NL,Netherlands,Países Bajos,7204 JD,Zutphen,Guelders,03,Gemeente Zutphen,0301,,,52.1361,6.2151,6,zutphen
NL,Netherlands,Países Bajos,7204 JE,Zutphen,Guelders,03,Gemeente Zutphen,0301,,,52.1358,6.2154,6,zutphen
NL,Netherlands,Países Bajos,7204 JG,Zutphen,Guelders,03,Gemeente Zutphen,0301,,,52.1358,6.216,6,zutphen
NL,Netherlands,Países Bajos,7204 JH,Zutphen,Guelders,03,Gemeente Zutphen,0301,,,52.1353,6.2151,6,zutphen
NL,Netherlands,Países Bajos,7204 JJ,Zutphen,Guelders,03,Gemeente Zutphen,0301,,,52.135,6.2159,6,zutphen
NL,Netherlands,Países Bajos,7204 JK,Zutphen,Guelders,03,Gemeente Zutphen,0301,,,52.1343,6.2146,6,zutphen
