city_name,latitude,longitude
East,27.33333,88.66667
Gangtok,27.32574,88.61216
Gyalshing,27.28952,88.25764
Jorethang,27.10696,88.32332
Mangan,27.50965,88.52206
Namchi,27.16494,88.3638
Naya Bazar,27.13082,88.23972
North,27.66667,88.5
Rangpo,27.17733,88.53358
Singtam,27.23467,88.50168
South,27.33333,88.41667
West,27.33333,88.25
